[NNS] ||| not ||| nos ||| PPDB2.0Score=4.59347 PPDB1.0Score=17.576980 -logp(LHS|e1)=9.86342 -logp(LHS|e2)=1.83969 -logp(e1|LHS)=13.66477 -logp(e1|e2)=5.77934 -logp(e1|e2,LHS)=6.12672 -logp(e2|LHS)=11.65934 -logp(e2|e1)=11.79764 -logp(e2|e1,LHS)=4.12130 AGigaSim=0.02454 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.015133 Exclusion=0.002291 GlueRule=0 GoogleNgramSim=0.33111 Identity=0 Independent=0.737682 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.007458 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.237435 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98261 TargetFormality=0.98234 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| reported ||| represented ||| PPDB2.0Score=3.73817 PPDB1.0Score=18.853070 -logp(LHS|e1)=0.65617 -logp(LHS|e2)=0.33431 -logp(e1|LHS)=6.28778 -logp(e1|e2)=8.98079 -logp(e1|e2,LHS)=8.48944 -logp(e2|LHS)=6.85742 -logp(e2|e1)=9.87228 -logp(e2|e1,LHS)=9.05907 AGigaSim=0.74914 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.31845 ContainsX=0 Equivalence=0.000955 Exclusion=0.003332 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.914831 Lex(e1|e2)=61.51514 Lex(e2|e1)=61.51514 Lexical=1 LogCount=2.30259 MVLSASim=NA Monotonic=1 OtherRelated=0.002883 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.077999 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99368 TargetFormality=0.99462 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| work ||| workplaces ||| PPDB2.0Score=3.73815 PPDB1.0Score=13.825800 -logp(LHS|e1)=9.37525 -logp(LHS|e2)=0.05431 -logp(e1|LHS)=14.13855 -logp(e1|e2)=3.97730 -logp(e1|e2,LHS)=9.93122 -logp(e2|LHS)=10.68881 -logp(e2|e1)=9.84850 -logp(e2|e1,LHS)=6.48147 AGigaSim=0.47140 Abstract=0 Adjacent=0 CharCountDiff=6 CharLogCR=0.91629 ContainsX=0 Equivalence=0.098088 Exclusion=0.000799 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.353338 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.116933 PhrasePenalty=1 RarityPenalty=0.00001 ReverseEntailment=0.430841 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98366 TargetFormality=0.96876 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=6.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[VBN] ||| released ||| liberalised ||| PPDB2.0Score=3.73812 PPDB1.0Score=14.678040 -logp(LHS|e1)=0.17883 -logp(LHS|e2)=0.53674 -logp(e1|LHS)=6.97709 -logp(e1|e2)=5.72193 -logp(e1|e2,LHS)=4.13548 -logp(e2|LHS)=10.56918 -logp(e2|e1)=8.95611 -logp(e2|e1,LHS)=7.72757 AGigaSim=0.62486 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.31845 ContainsX=0 Equivalence=0.098097 Exclusion=0.008704 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.549742 Lex(e1|e2)=61.60213 Lex(e2|e1)=61.60213 Lexical=1 LogCount=2.07944 MVLSASim=NA Monotonic=1 OtherRelated=0.082740 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.260717 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98934 TargetFormality=0.99013 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| in ||| ascertained ||| PPDB2.0Score=3.73794 PPDB1.0Score=17.331770 -logp(LHS|e1)=12.80397 -logp(LHS|e2)=1.81034 -logp(e1|LHS)=13.01467 -logp(e1|e2)=4.18100 -logp(e1|e2,LHS)=6.65415 -logp(e2|LHS)=10.99080 -logp(e2|e1)=13.15077 -logp(e2|e1,LHS)=4.63028 AGigaSim=0.12241 Abstract=0 Adjacent=0 CharCountDiff=9 CharLogCR=1.70475 ContainsX=0 Equivalence=0.009561 Exclusion=0.001539 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.438705 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.438757 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.111438 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98782 TargetFormality=0.98538 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=9.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[NNS] ||| standards ||| terms ||| PPDB2.0Score=3.73774 PPDB1.0Score=15.669230 -logp(LHS|e1)=0.10740 -logp(LHS|e2)=0.00354 -logp(e1|LHS)=6.33597 -logp(e1|e2)=7.63998 -logp(e1|e2,LHS)=6.48016 -logp(e2|LHS)=6.62138 -logp(e2|e1)=8.02925 -logp(e2|e1,LHS)=6.76557 AGigaSim=0.87607 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.58779 ContainsX=0 Equivalence=0.082676 Exclusion=0.006839 GlueRule=0 GoogleNgramSim=0.01227 Identity=0 Independent=0.459185 Lex(e1|e2)=60.08804 Lex(e2|e1)=60.08804 Lexical=1 LogCount=3.98898 MVLSASim=NA Monotonic=1 OtherRelated=0.262158 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.189142 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99293 TargetFormality=0.99843 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[JJ] ||| work ||| working ||| PPDB2.0Score=3.73762 PPDB1.0Score=6.821360 -logp(LHS|e1)=9.99538 -logp(LHS|e2)=2.62003 -logp(e1|LHS)=14.81351 -logp(e1|e2)=3.01378 -logp(e1|e2,LHS)=7.55761 -logp(e2|LHS)=8.23197 -logp(e2|e1)=3.80758 -logp(e2|e1,LHS)=0.97607 AGigaSim=0.68954 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.55962 ContainsX=0 Equivalence=0.253768 Exclusion=0.000027 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.076214 Lex(e1|e2)=62.05412 Lex(e2|e1)=62.05412 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.499205 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.170787 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98366 TargetFormality=0.96876 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[VBN] ||| represented ||| incorporated ||| PPDB2.0Score=3.73758 PPDB1.0Score=16.551770 -logp(LHS|e1)=0.33431 -logp(LHS|e2)=0.10581 -logp(e1|LHS)=6.85742 -logp(e1|e2)=7.95367 -logp(e1|e2,LHS)=7.48465 -logp(e2|LHS)=7.27334 -logp(e2|e1)=8.59810 -logp(e2|e1,LHS)=7.90057 AGigaSim=0.75721 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.08701 ContainsX=0 Equivalence=0.029557 Exclusion=0.005505 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.555388 Lex(e1|e2)=61.29201 Lex(e2|e1)=61.29201 Lexical=1 LogCount=2.48491 MVLSASim=NA Monotonic=1 OtherRelated=0.309265 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.100285 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99487 TargetFormality=0.99692 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| unrepresented ||| represented ||| PPDB2.0Score=3.73664 PPDB1.0Score=11.665180 -logp(LHS|e1)=1.32647 -logp(LHS|e2)=0.33431 -logp(e1|LHS)=12.22703 -logp(e1|e2)=8.02132 -logp(e1|e2,LHS)=7.36038 -logp(e2|LHS)=6.85742 -logp(e2|e1)=3.64386 -logp(e2|e1,LHS)=1.99077 AGigaSim=0.26671 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.16705 ContainsX=0 Equivalence=0.021001 Exclusion=0.002177 GlueRule=0 GoogleNgramSim=0.09802 Identity=0 Independent=0.351334 Lex(e1|e2)=61.51515 Lex(e2|e1)=61.51515 Lexical=1 LogCount=2.19722 MVLSASim=NA Monotonic=1 OtherRelated=0.015397 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.610091 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99447 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
[VBZ] ||| created ||| establishing ||| PPDB2.0Score=3.73598 PPDB1.0Score=16.993240 -logp(LHS|e1)=9.36112 -logp(LHS|e2)=5.92848 -logp(e1|LHS)=15.25985 -logp(e1|e2)=8.52855 -logp(e1|e2,LHS)=7.37082 -logp(e2|LHS)=11.76334 -logp(e2|e1)=8.46469 -logp(e2|e1,LHS)=3.87432 AGigaSim=0.59570 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.53900 ContainsX=0 Equivalence=0.015218 Exclusion=0.001248 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.422067 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.298308 PhrasePenalty=1 RarityPenalty=0.04979 ReverseEntailment=0.263158 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98463 TargetFormality=0.99868 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| created ||| establishes ||| PPDB2.0Score=3.73598 PPDB1.0Score=22.378020 -logp(LHS|e1)=9.36112 -logp(LHS|e2)=0.02717 -logp(e1|LHS)=15.25985 -logp(e1|e2)=10.33310 -logp(e1|e2,LHS)=10.62616 -logp(e2|LHS)=7.63772 -logp(e2|e1)=12.04492 -logp(e2|e1,LHS)=3.00403 AGigaSim=0.71573 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.45199 ContainsX=0 Equivalence=0.015218 Exclusion=0.001248 GlueRule=0 GoogleNgramSim=0.13458 Identity=0 Independent=0.422067 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.298308 PhrasePenalty=1 RarityPenalty=0.13534 ReverseEntailment=0.263158 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98463 TargetFormality=0.99868 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[CD] ||| ages ||| years ||| PPDB2.0Score=3.73585 PPDB1.0Score=11.242450 -logp(LHS|e1)=5.61477 -logp(LHS|e2)=10.94715 -logp(e1|LHS)=14.13556 -logp(e1|e2)=7.78669 -logp(e1|e2,LHS)=5.17048 -logp(e2|LHS)=15.13701 -logp(e2|e1)=3.45576 -logp(e2|e1,LHS)=6.17193 AGigaSim=0.53500 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.22314 ContainsX=0 Equivalence=0.077828 Exclusion=0.001124 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.424652 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.324049 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.172347 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98557 TargetFormality=0.93841 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| families ||| years ||| PPDB2.0Score=3.73504 PPDB1.0Score=22.144910 -logp(LHS|e1)=0.00862 -logp(LHS|e2)=0.00109 -logp(e1|LHS)=6.99012 -logp(e1|e2)=11.97129 -logp(e1|e2,LHS)=11.77413 -logp(e2|LHS)=5.18492 -logp(e2|e1)=10.17362 -logp(e2|e1,LHS)=9.96893 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.47000 ContainsX=0 Equivalence=0.004844 Exclusion=0.004059 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.630092 Lex(e1|e2)=62.20828 Lex(e2|e1)=62.20828 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.114729 PhrasePenalty=1 RarityPenalty=0.00091 ReverseEntailment=0.246275 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99104 TargetFormality=0.96882 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBG] ||| less ||| lowering ||| PPDB2.0Score=3.73433 PPDB1.0Score=22.049460 -logp(LHS|e1)=8.36928 -logp(LHS|e2)=0.06097 -logp(e1|LHS)=13.44028 -logp(e1|e2)=9.34154 -logp(e1|e2,LHS)=10.00515 -logp(e2|LHS)=8.49836 -logp(e2|e1)=12.70792 -logp(e2|e1,LHS)=5.06323 AGigaSim=0.21910 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.69315 ContainsX=0 Equivalence=0.083279 Exclusion=0.005504 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.450802 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.352325 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.108091 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98705 TargetFormality=0.98235 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| reported ||| represented ||| PPDB2.0Score=3.73407 PPDB1.0Score=22.631530 -logp(LHS|e1)=0.81512 -logp(LHS|e2)=1.27203 -logp(e1|LHS)=6.00111 -logp(e1|e2)=10.87002 -logp(e1|e2,LHS)=9.42151 -logp(e2|LHS)=7.34951 -logp(e2|e1)=11.76151 -logp(e2|e1,LHS)=10.76991 AGigaSim=0.74914 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.31845 ContainsX=0 Equivalence=0.000818 Exclusion=0.001777 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.879773 Lex(e1|e2)=62.20828 Lex(e2|e1)=62.20828 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.005456 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.112176 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99368 TargetFormality=0.99462 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| concepts ||| terms ||| PPDB2.0Score=3.73388 PPDB1.0Score=11.423540 -logp(LHS|e1)=0.04314 -logp(LHS|e2)=0.00354 -logp(e1|LHS)=8.59982 -logp(e1|e2)=6.68119 -logp(e1|e2,LHS)=6.28289 -logp(e2|LHS)=6.62138 -logp(e2|e1)=4.74235 -logp(e2|e1,LHS)=4.30445 AGigaSim=0.87009 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.47000 ContainsX=0 Equivalence=0.154603 Exclusion=0.001987 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.467319 Lex(e1|e2)=60.12885 Lex(e2|e1)=60.12885 Lexical=1 LogCount=3.91202 MVLSASim=NA Monotonic=1 OtherRelated=0.132342 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.243748 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99422 TargetFormality=0.99653 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBG] ||| play ||| displaying ||| PPDB2.0Score=3.73352 PPDB1.0Score=20.413910 -logp(LHS|e1)=7.93422 -logp(LHS|e2)=0.15076 -logp(e1|LHS)=13.42086 -logp(e1|e2)=8.45007 -logp(e1|e2,LHS)=12.09214 -logp(e2|LHS)=9.15117 -logp(e2|e1)=11.96384 -logp(e2|e1,LHS)=7.82244 AGigaSim=0.49290 Abstract=0 Adjacent=0 CharCountDiff=6 CharLogCR=0.91629 ContainsX=0 Equivalence=0.009506 Exclusion=0.003785 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.445925 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.122874 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.417910 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98484 TargetFormality=0.95774 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=6.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBG] ||| playing ||| displaying ||| PPDB2.0Score=3.73352 PPDB1.0Score=18.593240 -logp(LHS|e1)=0.13365 -logp(LHS|e2)=0.15076 -logp(e1|LHS)=7.65525 -logp(e1|e2)=8.55722 -logp(e1|e2,LHS)=5.77306 -logp(e2|LHS)=9.15117 -logp(e2|e1)=10.03602 -logp(e2|e1,LHS)=7.26898 AGigaSim=0.84485 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.35667 ContainsX=0 Equivalence=0.009506 Exclusion=0.003785 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.445925 Lex(e1|e2)=61.80282 Lex(e2|e1)=61.80282 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.122874 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.417910 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98608 TargetFormality=0.94469 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| is ||| recommendations ||| PPDB2.0Score=3.73314 PPDB1.0Score=23.408370 -logp(LHS|e1)=0.00050 -logp(LHS|e2)=5.08283 -logp(e1|LHS)=1.50005 -logp(e1|e2)=10.04971 -logp(e1|e2,LHS)=4.94483 -logp(e2|LHS)=9.89133 -logp(e2|e1)=13.35866 -logp(e2|e1,LHS)=13.33611 AGigaSim=0.17096 Abstract=0 Adjacent=0 CharCountDiff=13 CharLogCR=2.01490 ContainsX=0 Equivalence=0.001764 Exclusion=0.000781 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.952505 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.013689 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.031261 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97746 TargetFormality=0.98495 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=13.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| represented ||| unrepresented ||| PPDB2.0Score=3.73289 PPDB1.0Score=11.665170 -logp(LHS|e1)=0.33431 -logp(LHS|e2)=1.32647 -logp(e1|LHS)=6.85742 -logp(e1|e2)=3.64386 -logp(e1|e2,LHS)=1.99079 -logp(e2|LHS)=12.22703 -logp(e2|e1)=8.02131 -logp(e2|e1,LHS)=7.36040 AGigaSim=0.26671 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.16705 ContainsX=0 Equivalence=0.021001 Exclusion=0.002177 GlueRule=0 GoogleNgramSim=0.09802 Identity=0 Independent=0.351334 Lex(e1|e2)=61.51514 Lex(e2|e1)=61.51514 Lexical=1 LogCount=2.19722 MVLSASim=NA Monotonic=1 OtherRelated=0.015397 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.610091 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99487 TargetFormality=0.99692 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[NNS] ||| differences ||| different ||| PPDB2.0Score=3.73218 PPDB1.0Score=14.579120 -logp(LHS|e1)=0.00451 -logp(LHS|e2)=10.40785 -logp(e1|LHS)=7.58096 -logp(e1|e2)=8.09056 -logp(e1|e2,LHS)=1.70799 -logp(e2|LHS)=16.38230 -logp(e2|e1)=6.48856 -logp(e2|e1,LHS)=10.50933 AGigaSim=0.32531 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.20067 ContainsX=0 Equivalence=0.310281 Exclusion=0.001927 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.358854 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.069185 PhrasePenalty=1 RarityPenalty=0.00248 ForwardEntailment=0.259754 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99016 TargetFormality=0.99653 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| renamed ||| name ||| PPDB2.0Score=3.73181 PPDB1.0Score=18.209020 -logp(LHS|e1)=2.07076 -logp(LHS|e2)=6.64770 -logp(e1|LHS)=11.93884 -logp(e1|e2)=11.64747 -logp(e1|e2,LHS)=5.51663 -logp(e2|LHS)=11.42986 -logp(e2|e1)=6.56155 -logp(e2|e1,LHS)=5.00764 AGigaSim=0.32531 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.55962 ContainsX=0 Equivalence=0.019603 Exclusion=0.001062 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.426389 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.020970 PhrasePenalty=1 RarityPenalty=0.00674 ForwardEntailment=0.531976 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99102 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
[VBG] ||| laying ||| playing ||| PPDB2.0Score=3.73167 PPDB1.0Score=21.769750 -logp(LHS|e1)=0.02407 -logp(LHS|e2)=0.13365 -logp(e1|LHS)=8.73022 -logp(e1|e2)=11.47715 -logp(e1|e2,LHS)=9.24331 -logp(e2|LHS)=7.65525 -logp(e2|e1)=10.29260 -logp(e2|e1,LHS)=8.16834 AGigaSim=0.82459 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.15415 ContainsX=0 Equivalence=0.001338 Exclusion=0.038626 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.484619 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.149231 PhrasePenalty=1 RarityPenalty=0.00005 ReverseEntailment=0.326185 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99247 TargetFormality=0.97553 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| attracted ||| created ||| PPDB2.0Score=3.73150 PPDB1.0Score=16.023690 -logp(LHS|e1)=0.80935 -logp(LHS|e2)=1.80251 -logp(e1|LHS)=9.23479 -logp(e1|e2)=9.44471 -logp(e1|e2,LHS)=7.91188 -logp(e2|LHS)=7.36223 -logp(e2|e1)=6.57898 -logp(e2|e1,LHS)=6.03932 AGigaSim=0.90399 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.25131 ContainsX=0 Equivalence=0.065121 Exclusion=0.018498 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.455632 Lex(e1|e2)=61.60213 Lex(e2|e1)=61.60213 Lexical=1 LogCount=2.19722 MVLSASim=NA Monotonic=1 OtherRelated=0.397917 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.062831 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99254 TargetFormality=0.97570 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
