[NNS] ||| not ||| nos ||| PPDB2.0Score=4.59347 PPDB1.0Score=17.576980 -logp(LHS|e1)=9.86342 -logp(LHS|e2)=1.83969 -logp(e1|LHS)=13.66477 -logp(e1|e2)=5.77934 -logp(e1|e2,LHS)=6.12672 -logp(e2|LHS)=11.65934 -logp(e2|e1)=11.79764 -logp(e2|e1,LHS)=4.12130 AGigaSim=0.02454 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.015133 Exclusion=0.002291 GlueRule=0 GoogleNgramSim=0.33111 Identity=0 Independent=0.737682 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.007458 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.237435 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98261 TargetFormality=0.98234 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| considered ||| in ||| PPDB2.0Score=3.79977 PPDB1.0Score=22.087690 -logp(LHS|e1)=1.35932 -logp(LHS|e2)=12.80397 -logp(e1|LHS)=6.21085 -logp(e1|e2)=13.36426 -logp(e1|e2,LHS)=6.34366 -logp(e2|LHS)=13.01467 -logp(e2|e1)=8.72343 -logp(e2|e1,LHS)=13.14748 AGigaSim=0.21910 Abstract=0 Adjacent=0 CharCountDiff=-8 CharLogCR=-1.60944 ContainsX=0 Equivalence=0.001052 Exclusion=0.000724 GlueRule=0 GoogleNgramSim=0.10412 Identity=0 Independent=0.640800 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.283757 PhrasePenalty=1 RarityPenalty=0.04979 ReverseEntailment=0.073667 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99295 TargetFormality=0.99320 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-8.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBG] ||| displaying ||| play ||| PPDB2.0Score=3.79661 PPDB1.0Score=20.413910 -logp(LHS|e1)=0.15076 -logp(LHS|e2)=7.93422 -logp(e1|LHS)=9.15117 -logp(e1|e2)=11.96384 -logp(e1|e2,LHS)=7.82244 -logp(e2|LHS)=13.42086 -logp(e2|e1)=8.45007 -logp(e2|e1,LHS)=12.09214 AGigaSim=0.49290 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.91629 ContainsX=0 Equivalence=0.009506 Exclusion=0.003785 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.445925 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.122874 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.417910 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99523 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-6.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NN] ||| dark ||| darkness ||| PPDB2.0Score=3.79613 PPDB1.0Score=5.108130 -logp(LHS|e1)=1.30251 -logp(LHS|e2)=0.07421 -logp(e1|LHS)=11.48981 -logp(e1|e2)=1.77048 -logp(e1|e2,LHS)=1.79005 -logp(e2|LHS)=11.82868 -logp(e2|e1)=3.33765 -logp(e2|e1,LHS)=2.12892 AGigaSim=0.46054 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.69315 ContainsX=0 Equivalence=0.069811 Exclusion=0.000954 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.261897 Lex(e1|e2)=60.36246 Lex(e2|e1)=60.36246 Lexical=1 LogCount=3.63759 MVLSASim=NA Monotonic=1 OtherRelated=0.213037 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.454301 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98365 TargetFormality=0.95046 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[VBZ] ||| works ||| activities ||| PPDB2.0Score=3.79274 PPDB1.0Score=15.296430 -logp(LHS|e1)=1.02254 -logp(LHS|e2)=7.54890 -logp(e1|LHS)=7.00750 -logp(e1|e2)=8.71606 -logp(e1|e2,LHS)=4.09359 -logp(e2|LHS)=11.39816 -logp(e2|e1)=6.58037 -logp(e2|e1,LHS)=8.48425 AGigaSim=0.73265 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.69315 ContainsX=0 Equivalence=0.127813 Exclusion=0.000412 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.358186 Lex(e1|e2)=62.39058 Lex(e2|e1)=62.39058 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.275396 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.238193 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98312 TargetFormality=0.93054 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| belongs ||| is ||| PPDB2.0Score=3.79155 PPDB1.0Score=11.797050 -logp(LHS|e1)=0.00637 -logp(LHS|e2)=0.00050 -logp(e1|LHS)=8.57945 -logp(e1|e2)=9.43529 -logp(e1|e2,LHS)=8.66856 -logp(e2|LHS)=1.50005 -logp(e2|e1)=2.36176 -logp(e2|e1,LHS)=1.58915 AGigaSim=0.50354 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-1.25276 ContainsX=0 Equivalence=0.034316 Exclusion=0.004750 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.866478 Lex(e1|e2)=60.95552 Lex(e2|e1)=60.95552 Lexical=1 LogCount=2.99573 MVLSASim=NA Monotonic=1 OtherRelated=0.000177 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.094280 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97265 TargetFormality=0.99460 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| services ||| works ||| PPDB2.0Score=3.79035 PPDB1.0Score=15.311090 -logp(LHS|e1)=5.71324 -logp(LHS|e2)=1.02254 -logp(e1|LHS)=9.35821 -logp(e1|e2)=6.48555 -logp(e1|e2,LHS)=9.38776 -logp(e2|LHS)=7.00750 -logp(e2|e1)=8.82554 -logp(e2|e1,LHS)=7.03705 AGigaSim=0.68060 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.47000 ContainsX=0 Equivalence=0.005740 Exclusion=0.000496 GlueRule=0 GoogleNgramSim=0.01227 Identity=0 Independent=0.841006 Lex(e1|e2)=62.61371 Lex(e2|e1)=62.61371 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.059283 PhrasePenalty=1 RarityPenalty=0.01832 ReverseEntailment=0.093475 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99265 TargetFormality=0.99814 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| service ||| works ||| PPDB2.0Score=3.79035 PPDB1.0Score=19.502150 -logp(LHS|e1)=9.95801 -logp(LHS|e2)=1.02254 -logp(e1|LHS)=14.04683 -logp(e1|e2)=8.80301 -logp(e1|e2,LHS)=11.23914 -logp(e2|LHS)=7.00750 -logp(e2|e1)=10.69914 -logp(e2|e1,LHS)=4.19981 AGigaSim=0.56573 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.33647 ContainsX=0 Equivalence=0.005740 Exclusion=0.000496 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.841006 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.059283 PhrasePenalty=1 RarityPenalty=0.00034 ReverseEntailment=0.093475 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99158 TargetFormality=0.98178 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| is ||| belongs ||| PPDB2.0Score=3.78935 PPDB1.0Score=11.797090 -logp(LHS|e1)=0.00050 -logp(LHS|e2)=0.00637 -logp(e1|LHS)=1.50005 -logp(e1|e2)=2.36178 -logp(e1|e2,LHS)=1.58919 -logp(e2|LHS)=8.57945 -logp(e2|e1)=9.43531 -logp(e2|e1,LHS)=8.66859 AGigaSim=0.50354 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=1.25276 ContainsX=0 Equivalence=0.034316 Exclusion=0.004750 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.866478 Lex(e1|e2)=60.95553 Lex(e2|e1)=60.95553 Lexical=1 LogCount=2.99573 MVLSASim=NA Monotonic=1 OtherRelated=0.000177 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.094280 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97746 TargetFormality=0.98495 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VB] ||| created ||| generate ||| PPDB2.0Score=3.78872 PPDB1.0Score=16.687520 -logp(LHS|e1)=8.76329 -logp(LHS|e2)=0.19857 -logp(e1|LHS)=15.05792 -logp(e1|e2)=7.64488 -logp(e1|e2,LHS)=12.40676 -logp(e2|LHS)=7.89096 -logp(e2|e1)=9.04264 -logp(e2|e1,LHS)=5.23980 AGigaSim=0.60551 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.13353 ContainsX=0 Equivalence=0.060356 Exclusion=0.000373 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.437593 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.460912 PhrasePenalty=1 RarityPenalty=0.13534 ForwardEntailment=0.040765 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98463 TargetFormality=0.99868 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[VBD] ||| were ||| began ||| PPDB2.0Score=3.78861 PPDB1.0Score=16.779350 -logp(LHS|e1)=0.00044 -logp(LHS|e2)=0.00380 -logp(e1|LHS)=3.06721 -logp(e1|e2)=6.79111 -logp(e1|e2,LHS)=5.94655 -logp(e2|LHS)=6.26771 -logp(e2|e1)=9.98824 -logp(e2|e1,LHS)=9.14705 AGigaSim=0.59570 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.22314 ContainsX=0 Equivalence=0.000002 Exclusion=0.000476 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.994978 Lex(e1|e2)=60.95552 Lex(e2|e1)=60.95552 Lexical=1 LogCount=2.94444 MVLSASim=NA Monotonic=1 OtherRelated=0.000000 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.004544 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98953 TargetFormality=0.95537 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBP] ||| are ||| benefit ||| PPDB2.0Score=3.78801 PPDB1.0Score=18.115660 -logp(LHS|e1)=0.00063 -logp(LHS|e2)=3.12887 -logp(e1|LHS)=1.97000 -logp(e1|e2)=7.33353 -logp(e1|e2,LHS)=3.58989 -logp(e2|LHS)=8.54684 -logp(e2|e1)=10.78213 -logp(e2|e1,LHS)=10.16673 AGigaSim=0.40524 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.84730 ContainsX=0 Equivalence=0.000013 Exclusion=0.000253 GlueRule=0 GoogleNgramSim=0.01227 Identity=0 Independent=0.998730 Lex(e1|e2)=61.92061 Lex(e2|e1)=61.92061 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.000036 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.000969 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98176 TargetFormality=0.98306 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| at ||| visited ||| PPDB2.0Score=3.78525 PPDB1.0Score=23.021740 -logp(LHS|e1)=11.33002 -logp(LHS|e2)=0.34088 -logp(e1|LHS)=13.53455 -logp(e1|e2)=9.21814 -logp(e1|e2,LHS)=12.30199 -logp(e2|LHS)=7.13086 -logp(e2|e1)=13.80360 -logp(e2|e1,LHS)=5.89831 AGigaSim=0.47140 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=1.25276 ContainsX=0 Equivalence=0.000650 Exclusion=0.001364 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.669326 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.259178 PhrasePenalty=1 RarityPenalty=0.00091 ForwardEntailment=0.069482 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98953 TargetFormality=0.97536 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| created ||| facilitated ||| PPDB2.0Score=3.78356 PPDB1.0Score=20.294670 -logp(LHS|e1)=0.19828 -logp(LHS|e2)=0.47726 -logp(e1|LHS)=6.20362 -logp(e1|e2)=9.16869 -logp(e1|e2,LHS)=8.20822 -logp(e2|LHS)=8.43990 -logp(e2|e1)=11.12598 -logp(e2|e1,LHS)=10.44449 AGigaSim=0.92851 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.45199 ContainsX=0 Equivalence=0.064376 Exclusion=0.012032 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.675376 Lex(e1|e2)=61.92059 Lex(e2|e1)=61.92059 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.081353 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.166863 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98463 TargetFormality=0.99868 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| incorporated ||| created ||| PPDB2.0Score=3.78269 PPDB1.0Score=13.290760 -logp(LHS|e1)=0.10581 -logp(LHS|e2)=0.19828 -logp(e1|LHS)=7.27334 -logp(e1|e2)=7.22647 -logp(e1|e2,LHS)=6.57759 -logp(e2|LHS)=6.20362 -logp(e2|e1)=6.06429 -logp(e2|e1,LHS)=5.50787 AGigaSim=0.82459 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.53900 ContainsX=0 Equivalence=0.053977 Exclusion=0.006628 GlueRule=0 GoogleNgramSim=0.14673 Identity=0 Independent=0.527830 Lex(e1|e2)=61.00431 Lex(e2|e1)=61.00431 Lexical=1 LogCount=2.89037 MVLSASim=NA Monotonic=1 OtherRelated=0.292590 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.118976 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99675 TargetFormality=0.99809 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNP] ||| sings ||| sing ||| PPDB2.0Score=3.78080 PPDB1.0Score=5.241710 -logp(LHS|e1)=2.56302 -logp(LHS|e2)=2.18149 -logp(e1|LHS)=15.68534 -logp(e1|e2)=3.73236 -logp(e1|e2,LHS)=4.09875 -logp(e2|LHS)=13.08080 -logp(e2|e1)=1.50935 -logp(e2|e1,LHS)=1.49421 AGigaSim=0.58580 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.22314 ContainsX=0 Equivalence=0.449692 Exclusion=0.000141 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.055819 Lex(e1|e2)=61.92058 Lex(e2|e1)=61.92058 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.101788 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.392560 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97577 TargetFormality=0.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Equivalence
[VBD] ||| were ||| benefited ||| PPDB2.0Score=3.78041 PPDB1.0Score=17.962740 -logp(LHS|e1)=0.00044 -logp(LHS|e2)=0.89687 -logp(e1|LHS)=3.06721 -logp(e1|e2)=6.30080 -logp(e1|e2,LHS)=4.73038 -logp(e2|LHS)=9.32478 -logp(e2|e1)=11.66194 -logp(e2|e1,LHS)=10.98795 AGigaSim=0.31368 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.81093 ContainsX=0 Equivalence=0.000011 Exclusion=0.000321 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.996636 Lex(e1|e2)=61.92061 Lex(e2|e1)=61.92061 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.000016 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.003016 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98953 TargetFormality=0.95537 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| performed ||| formed ||| PPDB2.0Score=3.77743 PPDB1.0Score=21.731560 -logp(LHS|e1)=0.21786 -logp(LHS|e2)=0.30802 -logp(e1|LHS)=7.53807 -logp(e1|e2)=10.82913 -logp(e1|e2,LHS)=10.18227 -logp(e2|LHS)=7.70153 -logp(e2|e1)=10.90243 -logp(e2|e1,LHS)=10.34572 AGigaSim=0.92851 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.170007 Exclusion=0.015470 GlueRule=0 GoogleNgramSim=0.09802 Identity=0 Independent=0.552432 Lex(e1|e2)=62.05412 Lex(e2|e1)=62.05412 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.154018 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.108072 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99037 TargetFormality=0.99317 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[FW] ||| artistes ||| artists ||| PPDB2.0Score=3.77715 PPDB1.0Score=5.903670 -logp(LHS|e1)=2.45037 -logp(LHS|e2)=8.79976 -logp(e1|LHS)=11.93385 -logp(e1|e2)=5.02792 -logp(e1|e2,LHS)=0.20067 -logp(e2|LHS)=14.13108 -logp(e2|e1)=0.87575 -logp(e2|e1,LHS)=2.39790 AGigaSim=0.81046 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.13353 ContainsX=0 Equivalence=0.295190 Exclusion=0.007194 GlueRule=0 GoogleNgramSim=0.11632 Identity=0 Independent=0.136989 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.121182 PhrasePenalty=1 RarityPenalty=0.13534 ForwardEntailment=0.439444 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99161 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| ForwardEntailment
[VBD] ||| incorporated ||| created ||| PPDB2.0Score=3.77704 PPDB1.0Score=14.109450 -logp(LHS|e1)=6.90796 -logp(LHS|e2)=1.80251 -logp(e1|LHS)=13.62986 -logp(e1|e2)=7.63582 -logp(e1|e2,LHS)=13.61493 -logp(e2|LHS)=7.36223 -logp(e2|e1)=6.47363 -logp(e2|e1,LHS)=7.34730 AGigaSim=0.82459 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.53900 ContainsX=0 Equivalence=0.043028 Exclusion=0.003270 GlueRule=0 GoogleNgramSim=0.14673 Identity=0 Independent=0.467900 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.338434 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.147368 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99675 TargetFormality=0.99809 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[JJR] ||| lesser ||| less ||| PPDB2.0Score=3.77646 PPDB1.0Score=7.149950 -logp(LHS|e1)=0.08610 -logp(LHS|e2)=0.79954 -logp(e1|LHS)=6.55229 -logp(e1|e2)=5.25436 -logp(e1|e2,LHS)=3.93728 -logp(e2|LHS)=3.90696 -logp(e2|e1)=1.89559 -logp(e2|e1,LHS)=1.29195 AGigaSim=0.27852 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.181177 Exclusion=0.003922 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.279020 Lex(e1|e2)=59.39488 Lex(e2|e1)=59.39488 Lexical=1 LogCount=4.77068 MVLSASim=NA Monotonic=1 OtherRelated=0.405119 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.130762 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99230 TargetFormality=0.95949 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[VBD] ||| created ||| facilitated ||| PPDB2.0Score=3.77550 PPDB1.0Score=23.491250 -logp(LHS|e1)=1.80251 -logp(LHS|e2)=1.12873 -logp(e1|LHS)=7.36223 -logp(e1|e2)=10.76698 -logp(e1|e2,LHS)=10.09205 -logp(e2|LHS)=8.64574 -logp(e2|e1)=12.72427 -logp(e2|e1,LHS)=11.37556 AGigaSim=0.92851 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.45199 ContainsX=0 Equivalence=0.051902 Exclusion=0.006021 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.605859 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.129464 PhrasePenalty=1 RarityPenalty=0.00012 ForwardEntailment=0.206754 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98463 TargetFormality=0.99868 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| called ||| recalled ||| PPDB2.0Score=3.77481 PPDB1.0Score=13.775130 -logp(LHS|e1)=0.64381 -logp(LHS|e2)=1.02290 -logp(e1|LHS)=6.78031 -logp(e1|e2)=6.10433 -logp(e1|e2,LHS)=4.93478 -logp(e2|LHS)=8.72588 -logp(e2|e1)=7.67080 -logp(e2|e1,LHS)=6.88035 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.28768 ContainsX=0 Equivalence=0.000107 Exclusion=0.000203 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.474172 Lex(e1|e2)=61.05561 Lex(e2|e1)=61.05561 Lexical=1 LogCount=2.77259 MVLSASim=NA Monotonic=1 OtherRelated=0.003354 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.522164 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97073 TargetFormality=0.95365 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[JJ] ||| highest-paid ||| highest ||| PPDB2.0Score=3.77350 PPDB1.0Score=16.832840 -logp(LHS|e1)=0.11123 -logp(LHS|e2)=5.14085 -logp(e1|LHS)=15.54983 -logp(e1|e2)=12.22045 -logp(e1|e2,LHS)=10.44494 -logp(e2|LHS)=12.97140 -logp(e2|e1)=4.61239 -logp(e2|e1,LHS)=7.86651 AGigaSim=0.51410 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.53900 ContainsX=0 Equivalence=0.026761 Exclusion=0.011252 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.436415 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.446383 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.079188 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99226 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
